category,file,title,description,new,status,link,failure_reason,andrew_id
cross-cutting,full-lifecycle.test.ts,Exercises all modules through a complete system lifecycle,Exercises all modules through a complete system lifecycle,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/full-lifecycle.test.ts#L52,,A-SETUP-01
cross-cutting,multi-step-flows.test.ts,"Correctly settles fees across EB update, fee change, and liquidation phases","Correctly settles fees across EB update, fee change, and liquidation phases",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/multi-step-flows.test.ts#L56,,
cross-cutting,multi-step-flows.test.ts,Correctly tracks operator ETH state when two clusters register sequentially,Correctly tracks operator ETH state when two clusters register sequentially,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/multi-step-flows.test.ts#L225,,
cross-cutting,multi-step-flows.test.ts,Correctly applies old fee for first half and new fee for second half,Correctly applies old fee for first half and new fee for second half,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/multi-step-flows.test.ts#L316,,
cross-cutting,multi-step-flows.test.ts,Cluster becomes liquidatable when threshold increases,Cluster becomes liquidatable when threshold increases,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/multi-step-flows.test.ts#L390,,
cross-cutting,staking-integration.test.ts,Correctly distributes rewards pro-rata across multiple stakers through EB changes,Correctly distributes rewards pro-rata across multiple stakers through EB changes,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/staking-integration.test.ts#L48,,
cross-cutting,staking-integration.test.ts,Correctly adjusts reward rate when cluster is liquidated,Correctly adjusts reward rate when cluster is liquidated,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/staking-integration.test.ts#L145,,
cross-cutting,staking-integration.test.ts,Correctly settles rewards for both parties at pre-transfer balances,Correctly settles rewards for both parties at pre-transfer balances,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/staking-integration.test.ts#L245,,
cross-cutting,validator-count-invariant.test.ts,maintains ethDaoValidatorCount == Σ(active clusters) through register → liquidate → reactivate,Maintains ethDaoValidatorCount == Σ(active clusters) through register → liquidate → reactivate,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/validator-count-invariant.test.ts#L75,,A-CHECK-19; A-INV-04
cross-cutting,validator-count-invariant.test.ts,prevents double-counting when operators are shared across clusters,Prevents double-counting when operators are shared across clusters,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/validator-count-invariant.test.ts#L263,,A-CHECK-19; A-INV-04
cross-cutting,xf-lifecycle.test.ts,${scenarioId}: Complete lifecycle with ${numOps}-operator cluster,...: Complete lifecycle with ...-operator cluster,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L184,,
cross-cutting,xf-lifecycle.test.ts,XF-007: SSV cluster with explicit EB → migrate to ETH → deviation carryover,SSV cluster with explicit EB → migrate to ETH → deviation carryover,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L276,,A-SETUP-07
cross-cutting,xf-lifecycle.test.ts,XF-010: 100 validators across 10 clusters — cascade fee change,100 validators across 10 clusters — cascade fee change,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L329,,
cross-cutting,xf-lifecycle.test.ts,XF-011: 100 validators across 10 clusters → cascade liquidation,100 validators across 10 clusters → cascade liquidation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L390,,
cross-cutting,xf-lifecycle.test.ts,XF-012: Time-lapse 1M blocks — deposit + withdraw + verify accounting,Time-lapse 1M blocks — deposit + withdraw + verify accounting,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L430,,A-MINE-04; A-MINE-05
cross-cutting,xf-lifecycle.test.ts,"XF-013: Time-lapse 1M blocks with explicit EB (64 ETH, 13 ops) — no overflow","Time-lapse 1M blocks with explicit EB (64 ETH, 13 ops) — no overflow",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L470,,
cross-cutting,xf-lifecycle.test.ts,XF-014: All operations in single block — zero fees accrue,All operations in single block — zero fees accrue,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L510,,A-BATCH-01
cross-cutting,xf-lifecycle.test.ts,XF-015: Rapid-fire — all operations with 1 block between each,Rapid-fire — all operations with 1 block between each,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L563,,
cross-cutting,xf-lifecycle.test.ts,XF-016: Two EB updates for different clusters in same block,Two EB updates for different clusters in same block,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L617,,A-ACT-12; A-BATCH-01
cross-cutting,xf-lifecycle.test.ts,XF-020: DAO increases minimumLiquidationCollateral → withdraw that was safe now reverts,DAO increases minimumLiquidationCollateral → withdraw that was safe now reverts,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L676,,A-ACT-40; A-ACT-41; A-ACT-42
cross-cutting,xf-lifecycle.test.ts,XF-034: DAO updateMaximumOperatorFee → executeOperatorFee reverts FeeTooHigh,DAO updateMaximumOperatorFee → executeOperatorFee reverts FeeTooHigh,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L699,,A-ACT-27; A-BOUND-04
cross-cutting,xf-lifecycle.test.ts,XF-044: DAO updateMinimumOperatorEthFee → reduceOperatorFee to below-min reverts FeeTooLow,DAO updateMinimumOperatorEthFee → reduceOperatorFee to below-min reverts FeeTooLow,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L731,,A-BOUND-06
cross-cutting,xf-lifecycle.test.ts,XF-049: DAO changes all parameters simultaneously — no cross-contamination,DAO changes all parameters simultaneously — no cross-contamination,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L755,,
cross-cutting,xf-lifecycle.test.ts,"XF-054: DAO updateUnstakeCooldownDuration → existing request uses old, new request uses new","DAO updateUnstakeCooldownDuration → existing request uses old, new request uses new",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L782,,
cross-cutting,xf-lifecycle.test.ts,XF-055: DAO updateQuorumBps → previously-stuck root now commits,DAO updateQuorumBps → previously-stuck root now commits,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L833,,A-SETUP-03
cross-cutting,xf-lifecycle.test.ts,XF-022: Operator fee reduction → cluster gets cheaper → previously-failing withdraw succeeds,Operator fee reduction → cluster gets cheaper → previously-failing withdraw succeeds,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L864,,
cross-cutting,xf-lifecycle.test.ts,XF-041: Fee settlement uses OLD vUnits before applying new deviation,Fee settlement uses OLD vUnits before applying new deviation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L896,,
cross-cutting,xf-lifecycle.test.ts,XF-042: Register validator into explicit-EB cluster → vUnits increase by baseline only,Register validator into explicit-EB cluster → vUnits increase by baseline only,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L961,,
cross-cutting,xf-lifecycle.test.ts,XF-023: Operator removed mid-lifecycle → burn rate drops + earnings payout,Operator removed mid-lifecycle → burn rate drops + earnings payout,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1007,,
cross-cutting,xf-lifecycle.test.ts,XF-024: Operator removed → EB update → operatorEthVUnits[removedOp] == 0 (BUG verification),Operator removed → EB update → operatorEthVUnits[removedOp] == 0 (BUG verification),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1068,,
cross-cutting,xf-lifecycle.test.ts,XF-036: 2 ops removed + EB update → deviation only applied to 2 remaining (BUG verification),2 ops removed + EB update → deviation only applied to 2 remaining (BUG verification),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1108,,
cross-cutting,xf-lifecycle.test.ts,XF-050: Operator removed → 1000 blocks → deposit → withdraw → zero burn from removed op,Operator removed → 1000 blocks → deposit → withdraw → zero burn from removed op,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1151,,
cross-cutting,xf-lifecycle.test.ts,XF-025: Bulk 50 validators → EB → remove 25 → EB → vUnits halved,Bulk 50 validators → EB → remove 25 → EB → vUnits halved,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1217,,
cross-cutting,xf-lifecycle.test.ts,XF-037: Validator removal cleans up deviation when cluster becomes empty,Validator removal cleans up deviation when cluster becomes empty,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1296,,
cross-cutting,xf-lifecycle.test.ts,XF-039: Two clusters shared ops → concurrent EB updates → operator vUnit stacking,Two clusters shared ops → concurrent EB updates → operator vUnit stacking,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1349,,
cross-cutting,xf-lifecycle.test.ts,XF-045: EB update + auto-liquidation → no double deviation subtraction,EB update + auto-liquidation → no double deviation subtraction,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1406,,
cross-cutting,xf-lifecycle.test.ts,XF-048: Reactivate cluster with explicit EB → deviation restored to operators and DAO,Reactivate cluster with explicit EB → deviation restored to operators and DAO,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1474,,
cross-cutting,xf-lifecycle.test.ts,XF-046: Multi-cluster cascade — remove all validators from 3 clusters sharing operators,Multi-cluster cascade — remove all validators from 3 clusters sharing operators,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1531,,
cross-cutting,xf-lifecycle.test.ts,XF-056: All stakers exit → cSSV supply zero → commitRoot reverts ZeroCSSVSupply,All stakers exit → cSSV supply zero → commitRoot reverts ZeroCSSVSupply,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1617,,A-CHECK-15; A-INV-02
cross-cutting,xf-lifecycle.test.ts,XF-060: Full protocol bootstrap — corrected ordering,Full protocol bootstrap — corrected ordering,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1653,,A-SETUP-01
cross-cutting,xf-lifecycle.test.ts,XF-033: replaceOracle → old oracle fails → new oracle succeeds → EB update valid,ReplaceOracle → old oracle fails → new oracle succeeds → EB update valid,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1734,,A-SETUP-03
cross-cutting,xf-lifecycle.test.ts,XF-058: Mid-round oracle governance → updateClusterBalance fails,Mid-round oracle governance → updateClusterBalance fails,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1777,,
cross-cutting,xf-lifecycle.test.ts,XF-035: Private operators → whitelist lifecycle → non-whitelisted user revert,Private operators → whitelist lifecycle → non-whitelisted user revert,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1821,,A-ACT-30
cross-cutting,xf-lifecycle.test.ts,XF-057: Whitelist module end-to-end on live cluster,Whitelist module end-to-end on live cluster,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1855,,
cross-cutting,xf-lifecycle.test.ts,XF-059: SSVViews consistency after mutation chain,SSVViews consistency after mutation chain,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1904,,
cross-cutting,xf-lifecycle.test.ts,XF-052: Bulk register 100 validators → EB update → verify accounting,Bulk register 100 validators → EB update → verify accounting,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xf-lifecycle.test.ts#L1984,,
cross-cutting,xg-migration-staking.test.ts,XG-001: Stake -> migrate SSV cluster -> syncFees -> claimEthRewards (happy path),Stake -> migrate SSV cluster -> syncFees -> claimEthRewards (happy path),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L293,,A-SETUP-07; A-SYNC-01
cross-cutting,xg-migration-staking.test.ts,XG-002: Migrate -> stake -> advance -> syncFees -> claim (staker enters AFTER migration),Migrate -> stake -> advance -> syncFees -> claim (staker enters AFTER migration),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L331,,
cross-cutting,xg-migration-staking.test.ts,XG-003: Two stakers (pre/post migration) -> migrate -> syncFees -> both claim proportional share,Two stakers (pre/post migration) -> migrate -> syncFees -> both claim proportional share,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L361,,
cross-cutting,xg-migration-staking.test.ts,XG-004: Migrate -> updateClusterBalance (explicit EB > baseline) -> syncFees -> claim,Migrate -> updateClusterBalance (explicit EB > baseline) -> syncFees -> claim,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L401,,
cross-cutting,xg-migration-staking.test.ts,XG-005: Explicit EB set on SSV cluster before migration -> carries deviation into daoTotalEthVUnits,Explicit EB set on SSV cluster before migration -> carries deviation into daoTotalEthVUnits,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L443,,
cross-cutting,xg-migration-staking.test.ts,XG-006: Migrate -> network fee change -> syncFees -> claim (both fee rate periods),Migrate -> network fee change -> syncFees -> claim (both fee rate periods),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L475,,
cross-cutting,xg-migration-staking.test.ts,XG-007: Migrate -> liquidate -> syncFees -> claim (frozen rewards),Migrate -> liquidate -> syncFees -> claim (frozen rewards),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L513,,
cross-cutting,xg-migration-staking.test.ts,XG-008: Multiple stakers + migrate + liquidate -> proportional distribution,Multiple stakers + migrate + liquidate -> proportional distribution,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L560,,
cross-cutting,xg-migration-staking.test.ts,XG-009: Migrate -> liquidate -> reactivate -> syncFees -> claim full lifecycle,Migrate -> liquidate -> reactivate -> syncFees -> claim full lifecycle,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L608,,
cross-cutting,xg-migration-staking.test.ts,XG-010: Stake -> migrate -> requestUnstake (partial) -> syncFees -> claim,Stake -> migrate -> requestUnstake (partial) -> syncFees -> claim,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xg-migration-staking.test.ts#L663,,
